January - December 2023 Contiguous U.S. County Maximum Temperature
Units: Degrees Fahrenheit
Missing: -99
Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
PA-083,McKean County,Pennsylvania,59.4,3.9,128,55.5
PA-085,Mercer County,Pennsylvania,61.7,4,127,57.8
PA-087,Mifflin County,Pennsylvania,62.9,2.9,128,60
PA-089,Monroe County,Pennsylvania,60,3.6,126,56.4
PA-091,Montgomery County,Pennsylvania,65.6,3.7,126,61.9
PA-093,Montour County,Pennsylvania,62.6,3.2,128,59.3
PA-095,Northampton County,Pennsylvania,63.6,3.6,126,60
PA-097,Northumberland County,Pennsylvania,62.4,3.2,127,59.2
PA-099,Perry County,Pennsylvania,64.1,3.8,129,60.3
PA-101,Philadelphia County,Pennsylvania,66.7,4.1,127,62.6
PA-103,Pike County,Pennsylvania,59.8,3.6,126,56.2
PA-105,Potter County,Pennsylvania,58.8,2.9,126,55.9
PA-107,Schuylkill County,Pennsylvania,61.3,3.3,127,58.1
PA-109,Snyder County,Pennsylvania,62.8,3.1,127,59.7
PA-111,Somerset County,Pennsylvania,60.2,3,127,57.2
PA-113,Sullivan County,Pennsylvania,57,2.9,123,54.1
PA-115,Susquehanna County,Pennsylvania,59.3,3.5,129,55.8
PA-117,Tioga County,Pennsylvania,59,2.9,125,56
PA-119,Union County,Pennsylvania,62.2,3.1,127,59.1
PA-121,Venango County,Pennsylvania,61,3.6,126,57.4
PA-123,Warren County,Pennsylvania,59.4,3.5,127,55.8
PA-125,Washington County,Pennsylvania,63.9,2.8,126,61.1
PA-127,Wayne County,Pennsylvania,59.2,3.5,128,55.7
PA-129,Westmoreland County,Pennsylvania,63.3,2.9,127,60.4
PA-131,Wyoming County,Pennsylvania,59.8,3.6,128,56.2
PA-133,York County,Pennsylvania,65.9,4.2,129,61.7
RI-001,Bristol County,Rhode Island,61.7,3.4,124,58.3
RI-003,Kent County,Rhode Island,61.7,3.7,123,58
RI-005,Newport County,Rhode Island,61.6,3.7,125,57.9
RI-007,Providence County,Rhode Island,61.7,3.6,126,58
RI-009,Washington County,Rhode Island,61.8,3.8,124,58
SC-001,Abbeville County,South Carolina,74.3,1.8,115,72.6
SC-003,Aiken County,South Carolina,75.9,1,99,74.9
SC-005,Allendale County,South Carolina,76.7,1,102,75.7
SC-007,Anderson County,South Carolina,73.6,2.2,119,71.5
SC-009,Bamberg County,South Carolina,75.8,0.2,71,75.7
SC-011,Barnwell County,South Carolina,76.1,0.7,90,75.5
SC-013,Beaufort County,South Carolina,77.8,2.6,125,75.2
SC-015,Berkeley County,South Carolina,76.8,0.9,99,75.9
SC-017,Calhoun County,South Carolina,76.1,0.9,100,75.2
SC-019,Charleston County,South Carolina,76.4,1.2,108,75.2
SC-021,Cherokee County,South Carolina,73,1.5,113,71.5
SC-023,Chester County,South Carolina,74,1.2,106,72.8
SC-025,Chesterfield County,South Carolina,74.6,1.8,117,72.8
SC-027,Clarendon County,South Carolina,76,0.6,87,75.4
SC-029,Colleton County,South Carolina,77.3,1.5,112,75.8
SC-031,Darlington County,South Carolina,75.8,2,119,73.7
SC-033,Dillon County,South Carolina,76.2,2.1,124,74.1
SC-035,Dorchester County,South Carolina,77.3,1.2,110,76.1
SC-037,Edgefield County,South Carolina,75.1,0.9,97,74.3
SC-039,Fairfield County,South Carolina,75,1.3,110,73.7
SC-041,Florence County,South Carolina,76.3,1.6,114,74.7
SC-043,Georgetown County,South Carolina,75.8,1.1,108,74.7
SC-045,Greenville County,South Carolina,72.1,2.1,121,69.9
SC-047,Greenwood County,South Carolina,74.6,1.5,108,73.1
SC-049,Hampton County,South Carolina,77.2,1.4,109,75.8
SC-051,Horry County,South Carolina,75.3,1.3,112,74
SC-053,Jasper County,South Carolina,78.2,2.2,123,76
SC-055,Kershaw County,South Carolina,75.1,1.6,113,73.5
SC-057,Lancaster County,South Carolina,74.1,1.8,117,72.3
SC-059,Laurens County,South Carolina,74,1.5,109,72.4
SC-061,Lee County,South Carolina,75.5,1.6,117,73.9
SC-063,Lexington County,South Carolina,76.1,1.8,115,74.3
SC-065,McCormick County,South Carolina,75,1.4,109,73.6
SC-067,Marion County,South Carolina,76.3,1.7,116,74.6
SC-069,Marlboro County,South Carolina,75.7,2.2,124,73.5
SC-071,Newberry County,South Carolina,75.3,1.9,119,73.5
SC-073,Oconee County,South Carolina,71.9,1.1,105,70.8
SC-075,Orangeburg County,South Carolina,76.3,0.6,96,75.6
SC-077,Pickens County,South Carolina,72,1.7,114,70.2
SC-079,Richland County,South Carolina,76,1.5,112,74.5
SC-081,Saluda County,South Carolina,75.4,1.5,112,73.9
SC-083,Spartanburg County,South Carolina,72.8,1.6,113,71.2
SC-085,Sumter County,South Carolina,75.6,1,106,74.6
SC-087,Union County,South Carolina,74,1.3,109,72.7
SC-089,Williamsburg County,South Carolina,76.5,0.9,104,75.6
SC-091,York County,South Carolina,73.6,1.9,122,71.7
SD-003,Aurora County,South Dakota,59.9,2,106,57.9
SD-005,Beadle County,South Dakota,58.5,1.7,100,56.8
SD-007,Bennett County,South Dakota,61,1.7,96,59.3
SD-009,Bon Homme County,South Dakota,60.8,1.3,97,59.4
SD-011,Brookings County,South Dakota,56.4,2.4,117,54
SD-013,Brown County,South Dakota,55.2,1.5,100,53.6
SD-015,Brule County,South Dakota,60.4,2,103,58.5
SD-017,Buffalo County,South Dakota,59.1,1.5,93,57.6
SD-019,Butte County,South Dakota,60.4,2.5,112,57.8
SD-021,Campbell County,South Dakota,55,0.5,79,54.5
SD-023,Charles Mix County,South Dakota,61.4,1.6,102,59.8
SD-025,Clark County,South Dakota,55.8,2,108,53.8
SD-027,Clay County,South Dakota,60.2,1.3,96,58.8
SD-029,Codington County,South Dakota,54.7,2.2,112,52.6
SD-031,Corson County,South Dakota,56.5,1.3,91,55.2
SD-033,Custer County,South Dakota,59.1,1.6,95,57.6
SD-035,Davison County,South Dakota,59.4,1.1,88,58.3
SD-037,Day County,South Dakota,53.8,1.7,106,52.1
SD-039,Deuel County,South Dakota,55.4,2.8,116,52.6
SD-041,Dewey County,South Dakota,58.3,1.9,100,56.3
SD-043,Douglas County,South Dakota,60.4,1.3,97,59
SD-045,Edmunds County,South Dakota,55.3,0.7,81,54.5
SD-047,Fall River County,South Dakota,61.9,1.4,94,60.5
SD-049,Faulk County,South Dakota,56.1,1,85,55.1
SD-051,Grant County,South Dakota,55.6,2.4,113,53.2
SD-053,Gregory County,South Dakota,61.2,1.9,105,59.2
SD-055,Haakon County,South Dakota,60.8,2,100,58.8
SD-057,Hamlin County,South Dakota,56,2.7,113,53.3
SD-059,Hand County,South Dakota,57.2,0.9,83,56.3
SD-061,Hanson County,South Dakota,58.8,0.9,84,57.9
SD-063,Harding County,South Dakota,59.2,3.7,119,55.5
SD-065,Hughes County,South Dakota,59.5,1.3,91,58.2
SD-067,Hutchinson County,South Dakota,59.7,1.1,89,58.6
SD-069,Hyde County,South Dakota,57.2,1,88,56.2
SD-071,Jackson County,South Dakota,61.9,1.7,99,60.2
SD-073,Jerauld County,South Dakota,58.5,1.7,103,56.7
SD-075,Jones County,South Dakota,61,1.2,92,59.8
SD-077,Kingsbury County,South Dakota,57,2.1,111,54.9
SD-079,Lake County,South Dakota,57.3,1.8,110,55.4
SD-081,Lawrence County,South Dakota,56.2,1.2,90,55
SD-083,Lincoln County,South Dakota,59.2,1.9,107,57.3
SD-085,Lyman County,South Dakota,60.7,1.4,91,59.3
SD-087,McCook County,South Dakota,58.6,1.6,105,57
SD-089,McPherson County,South Dakota,53.4,0.1,65,53.3
SD-091,Marshall County,South Dakota,52.8,1,92,51.8
SD-093,Meade County,South Dakota,60.4,2.3,106,58.2
SD-095,Mellette County,South Dakota,62.1,1.6,102,60.5
SD-097,Miner County,South Dakota,58,1.4,96,56.6
SD-099,Minnehaha County,South Dakota,59,2.9,121,56.1
SD-101,Moody County,South Dakota,57,1.9,110,55.1
SD-102,Oglala Lakota County,South Dakota,61.9,1.8,98,60.1
SD-103,Pennington County,South Dakota,60,2.1,102,57.9
SD-105,Perkins County,South Dakota,58.5,2.9,110,55.6
SD-107,Potter County,South Dakota,56.5,1.3,89,55.3
SD-109,Roberts County,South Dakota,54.8,2,109,52.8
SD-111,Sanborn County,South Dakota,58.8,1.2,87,57.7
SD-115,Spink County,South Dakota,57.2,1.6,100,55.6
SD-117,Stanley County,South Dakota,60.2,1.5,92,58.6
SD-119,Sully County,South Dakota,58.3,1.3,94,57
SD-121,Todd County,South Dakota,61.1,1.4,96,59.6
SD-123,Tripp County,South Dakota,61.6,1.8,101,59.8
SD-125,Turner County,South Dakota,59.4,1.6,106,57.7
SD-127,Union County,South Dakota,60.2,1.6,104,58.6
SD-129,Walworth County,South Dakota,55.9,1.2,91,54.7
SD-135,Yankton County,South Dakota,59.9,1.2,93,58.7
SD-137,Ziebach County,South Dakota,59.5,2.7,107,56.8
TN-001,Anderson County,Tennessee,69.5,1.9,119,67.6
TN-003,Bedford County,Tennessee,72.6,2.1,121,70.5
TN-005,Benton County,Tennessee,71.9,1.4,105,70.6
TN-007,Bledsoe County,Tennessee,68.8,1.7,114,67.2
TN-009,Blount County,Tennessee,70.3,2,121,68.3
TN-011,Bradley County,Tennessee,72.1,1.6,115,70.5
TN-013,Campbell County,Tennessee,67.6,1.4,103,66.2
TN-015,Cannon County,Tennessee,71.5,2,117,69.5
TN-017,Carroll County,Tennessee,71.6,1.2,102,70.4
TN-019,Carter County,Tennessee,66.6,2.7,125,63.9
TN-021,Cheatham County,Tennessee,71.8,2.3,121,69.6
TN-023,Chester County,Tennessee,73.2,2.1,118,71
TN-025,Claiborne County,Tennessee,68.6,1.7,113,67
TN-027,Clay County,Tennessee,71.3,2,115,69.3
TN-029,Cocke County,Tennessee,69.8,2.2,124,67.5
TN-031,Coffee County,Tennessee,71.3,1.8,116,69.4
TN-033,Crockett County,Tennessee,72.7,2.6,121,70.2
TN-035,Cumberland County,Tennessee,67.4,1.6,112,65.7
TN-037,Davidson County,Tennessee,72.3,2.5,125,69.7
TN-039,Decatur County,Tennessee,73,1.2,108,71.7
TN-041,DeKalb County,Tennessee,71.7,2,117,69.7
TN-043,Dickson County,Tennessee,71.6,2.1,121,69.5
TN-045,Dyer County,Tennessee,72.6,2.8,125,69.7
TN-047,Fayette County,Tennessee,73.3,2.3,119,71.1
TN-049,Fentress County,Tennessee,67.7,1.9,112,65.8
TN-051,Franklin County,Tennessee,71.3,1.7,114,69.6
TN-053,Gibson County,Tennessee,72,2.1,118,70
TN-055,Giles County,Tennessee,72.1,1.4,107,70.7
TN-057,Grainger County,Tennessee,69.9,2,123,67.9
TN-059,Greene County,Tennessee,69.5,1.8,113,67.7
TN-061,Grundy County,Tennessee,68.3,1.4,111,66.8
TN-063,Hamblen County,Tennessee,70.3,2.1,120,68.3
TN-065,Hamilton County,Tennessee,71.8,1.8,115,70
TN-067,Hancock County,Tennessee,69.2,2.3,126,67
TN-069,Hardeman County,Tennessee,73.1,2.2,120,70.9
TN-071,Hardin County,Tennessee,73.2,1.3,109,71.9
TN-073,Hawkins County,Tennessee,69.7,2.1,121,67.6
TN-075,Haywood County,Tennessee,73.2,2.7,124,70.4
TN-077,Henderson County,Tennessee,72.6,1.6,112,71
TN-079,Henry County,Tennessee,70.9,1.1,102,69.7
TN-081,Hickman County,Tennessee,72.1,1.7,112,70.4
TN-083,Houston County,Tennessee,71.5,1.9,118,69.6
TN-085,Humphreys County,Tennessee,71.9,1.7,112,70.2
TN-087,Jackson County,Tennessee,71.7,2,116,69.7
TN-089,Jefferson County,Tennessee,71,2.2,123,68.8
TN-091,Johnson County,Tennessee,64.9,2.5,122,62.4
TN-093,Knox County,Tennessee,71.1,2.2,124,68.8
TN-095,Lake County,Tennessee,72,2.6,124,69.4
TN-097,Lauderdale County,Tennessee,72.8,2.6,124,70.1
TN-099,Lawrence County,Tennessee,72,1.4,110,70.5
TN-101,Lewis County,Tennessee,71.7,1.4,111,70.3
TN-103,Lincoln County,Tennessee,72.6,1.5,115,71
TN-105,Loudon County,Tennessee,71.4,1.9,123,69.4
TN-107,McMinn County,Tennessee,71.7,1.7,115,70
TN-109,McNairy County,Tennessee,73.2,1.8,115,71.4
TN-111,Macon County,Tennessee,71,2,116,69
TN-113,Madison County,Tennessee,73,2.4,121,70.6
TN-115,Marion County,Tennessee,70.4,1.6,116,68.8
TN-117,Marshall County,Tennessee,72.8,2.2,123,70.6
TN-119,Maury County,Tennessee,72.4,2,121,70.4
TN-121,Meigs County,Tennessee,71.7,1.6,112,70.1
TN-123,Monroe County,Tennessee,70.5,2,121,68.5
TN-125,Montgomery County,Tennessee,71.7,2.7,123,69
TN-127,Moore County,Tennessee,72.1,1.9,117,70.2
TN-129,Morgan County,Tennessee,68.4,1.8,116,66.7
TN-131,Obion County,Tennessee,71.7,2.5,124,69.2
TN-133,Overton County,Tennessee,69.9,2.1,119,67.7
TN-135,Perry County,Tennessee,72.5,1.3,110,71.2
TN-137,Pickett County,Tennessee,69.5,1.9,115,67.6
TN-139,Polk County,Tennessee,71,1.6,116,69.4
TN-141,Putnam County,Tennessee,70.2,2.1,119,68.1
TN-143,Rhea County,Tennessee,70.1,1.5,111,68.6
TN-145,Roane County,Tennessee,71.1,1.8,121,69.3
TN-147,Robertson County,Tennessee,70.7,2,119,68.7
TN-149,Rutherford County,Tennessee,72.8,2.5,125,70.2
TN-151,Scott County,Tennessee,67.7,1.8,114,65.9
TN-153,Sequatchie County,Tennessee,68.8,1.6,113,67.2
TN-155,Sevier County,Tennessee,68,1.5,112,66.5
TN-157,Shelby County,Tennessee,74.1,2.7,123,71.5
TN-159,Smith County,Tennessee,71.9,1.8,115,70.1
TN-161,Stewart County,Tennessee,71.2,1.9,118,69.3
TN-163,Sullivan County,Tennessee,69.5,2.5,124,67
TN-165,Sumner County,Tennessee,71.2,2.2,121,69
TN-167,Tipton County,Tennessee,73,2.5,121,70.6
TN-169,Trousdale County,Tennessee,71.8,2,118,69.8
TN-171,Unicoi County,Tennessee,65.4,1.8,117,63.5
TN-173,Union County,Tennessee,69.5,1.7,113,67.9
TN-175,Van Buren County,Tennessee,68.9,1.7,115,67.2
TN-177,Warren County,Tennessee,70.9,1.6,111,69.3
TN-179,Washington County,Tennessee,69.7,2.1,118,67.6
TN-181,Wayne County,Tennessee,72.4,1.2,109,71.1
TN-183,Weakley County,Tennessee,71.4,1.9,117,69.5
TN-185,White County,Tennessee,70.4,2,118,68.3
TN-187,Williamson County,Tennessee,72.1,2.3,123,69.8
TN-189,Wilson County,Tennessee,72.1,2.3,121,69.8
TX-001,Anderson County,Texas,79.4,2.5,120,76.9
TX-003,Andrews County,Texas,79.6,3.3,126,76.3
TX-005,Angelina County,Texas,81,3.4,128,77.5
TX-007,Aransas County,Texas,82.1,4.1,128,78.1
TX-009,Archer County,Texas,80,3.8,127,76.1
TX-011,Armstrong County,Texas,75.2,3.7,127,71.5
TX-013,Atascosa County,Texas,85.4,3.4,129,82
TX-015,Austin County,Texas,82.7,3.4,128,79.3
TX-017,Bailey County,Texas,75.4,3.3,126,72.1
TX-019,Bandera County,Texas,81.7,3.2,125,78.5
TX-021,Bastrop County,Texas,82.7,3.9,128,78.8
TX-023,Baylor County,Texas,79.8,3.7,126,76.1
TX-025,Bee County,Texas,84.6,3.6,129,81
TX-027,Bell County,Texas,80.9,3.6,126,77.3
TX-029,Bexar County,Texas,84,3.7,129,80.3
TX-031,Blanco County,Texas,81.6,3.7,129,77.9
TX-033,Borden County,Texas,78.9,2.8,124,76
TX-035,Bosque County,Texas,80.2,3.6,126,76.5
TX-037,Bowie County,Texas,77.2,2.7,122,74.5
TX-039,Brazoria County,Texas,81.9,3.7,129,78.2
TX-041,Brazos County,Texas,82.5,4,129,78.4
TX-043,Brewster County,Texas,82.8,3.4,128,79.4
TX-045,Briscoe County,Texas,76.1,2.9,124,73.2
TX-047,Brooks County,Texas,87.1,3.8,126,83.3
TX-049,Brown County,Texas,80.6,4.1,126,76.5
TX-051,Burleson County,Texas,82.6,4,128,78.5
TX-053,Burnet County,Texas,81.5,3.6,128,77.9
TX-055,Caldwell County,Texas,83.8,4.5,129,79.3
TX-057,Calhoun County,Texas,82,3.7,129,78.3
TX-059,Callahan County,Texas,79.4,4.1,128,75.4
TX-061,Cameron County,Texas,86.3,3.3,127,83
TX-063,Camp County,Texas,78.8,3.8,129,74.9
TX-065,Carson County,Texas,74.4,4,128,70.4
TX-067,Cass County,Texas,77.5,2.3,120,75.2
TX-069,Castro County,Texas,74.2,2.9,125,71.2
TX-071,Chambers County,Texas,80.9,4.3,129,76.6
TX-073,Cherokee County,Texas,79.3,2.4,123,76.9
TX-075,Childress County,Texas,78.4,3.2,126,75.1
TX-077,Clay County,Texas,79.3,3.5,127,75.8
TX-079,Cochran County,Texas,76.1,3.4,125,72.7
TX-081,Coke County,Texas,80.4,3.4,126,76.9
TX-083,Coleman County,Texas,81,4.8,128,76.2
TX-085,Collin County,Texas,78.2,3.7,128,74.5
TX-087,Collingsworth County,Texas,76.6,3.3,125,73.3
TX-089,Colorado County,Texas,83.1,3.7,128,79.4
TX-091,Comal County,Texas,82.4,3.5,128,78.9
TX-093,Comanche County,Texas,80.3,4.1,128,76.2
TX-095,Concho County,Texas,81.2,4.1,127,77.1
TX-097,Cooke County,Texas,77.4,2.7,121,74.6
TX-099,Coryell County,Texas,80.4,3.7,126,76.6
TX-101,Cottle County,Texas,78.5,2.6,121,75.9
TX-103,Crane County,Texas,82.9,3.8,127,79.1
TX-105,Crockett County,Texas,81.7,3.7,129,78
TX-107,Crosby County,Texas,76.6,2.5,118,74.1
TX-109,Culberson County,Texas,79.1,3.7,128,75.5
TX-111,Dallam County,Texas,71.1,1.8,111,69.3
TX-113,Dallas County,Texas,79.1,3.3,124,75.8
TX-115,Dawson County,Texas,78,2.5,122,75.5
TX-117,Deaf Smith County,Texas,73.9,3.7,128,70.2
TX-119,Delta County,Texas,77.5,3.2,124,74.3
TX-121,Denton County,Texas,78.9,3.2,127,75.6
TX-123,DeWitt County,Texas,84.4,4.1,129,80.2
TX-125,Dickens County,Texas,77.8,2.2,117,75.5
TX-127,Dimmit County,Texas,86.4,3.4,126,83
TX-129,Donley County,Texas,75.8,3.6,126,72.2
TX-131,Duval County,Texas,86.1,3.5,125,82.6
TX-133,Eastland County,Texas,79.4,3.6,126,75.8
TX-135,Ector County,Texas,80.7,3.4,124,77.4
TX-137,Edwards County,Texas,81.3,4.2,129,77
TX-139,Ellis County,Texas,79.4,2.9,121,76.4
TX-141,El Paso County,Texas,80.5,3.8,127,76.7
TX-143,Erath County,Texas,80.1,4.3,129,75.8
TX-145,Falls County,Texas,80.8,3.7,126,77.1
TX-147,Fannin County,Texas,77.3,3.2,124,74
TX-149,Fayette County,Texas,83.1,3.9,129,79.2
TX-151,Fisher County,Texas,79.7,3.9,127,75.8
TX-153,Floyd County,Texas,75.1,2.2,115,72.9
TX-155,Foard County,Texas,78.9,3,125,75.8
TX-157,Fort Bend County,Texas,83.1,4.1,129,79
TX-159,Franklin County,Texas,78.3,3.8,127,74.4
TX-161,Freestone County,Texas,79.5,2.4,120,77.1
TX-163,Frio County,Texas,85.7,3.2,126,82.5
TX-165,Gaines County,Texas,78,3,126,74.9
TX-167,Galveston County,Texas,80.7,4,129,76.7
TX-169,Garza County,Texas,78.9,2.9,123,76
TX-171,Gillespie County,Texas,80.7,3.7,127,77
TX-173,Glasscock County,Texas,79.6,3,123,76.6
TX-175,Goliad County,Texas,84.5,4,129,80.5
TX-177,Gonzales County,Texas,84.5,4.3,129,80.2
TX-179,Gray County,Texas,74.7,4.1,128,70.6
TX-181,Grayson County,Texas,77.1,2.9,124,74.1
TX-183,Gregg County,Texas,78.7,2.3,121,76.4
TX-185,Grimes County,Texas,82,3.6,128,78.4
TX-187,Guadalupe County,Texas,84,4.1,129,79.9
TX-189,Hale County,Texas,75.2,2.5,119,72.6
TX-191,Hall County,Texas,77.9,2.9,122,75
TX-193,Hamilton County,Texas,80.4,4.3,127,76
TX-195,Hansford County,Texas,74.3,3.5,125,70.8
TX-197,Hardeman County,Texas,78.5,3.3,125,75.2
TX-199,Hardin County,Texas,81.8,4.1,129,77.7
TX-201,Harris County,Texas,82.9,4.6,129,78.3
TX-203,Harrison County,Texas,78.4,2.1,120,76.3
TX-205,Hartley County,Texas,72.3,2.3,116,70
TX-207,Haskell County,Texas,80.1,3.8,127,76.3
TX-209,Hays County,Texas,81.9,3.6,127,78.3
TX-211,Hemphill County,Texas,74.6,3.4,125,71.2
TX-213,Henderson County,Texas,78.8,2.4,120,76.3
TX-215,Hidalgo County,Texas,87.8,3.2,126,84.5
TX-217,Hill County,Texas,80,3.2,124,76.9
TX-219,Hockley County,Texas,76.4,3.2,125,73.2
TX-221,Hood County,Texas,80.5,3.7,129,76.7
TX-223,Hopkins County,Texas,77.7,3.4,125,74.3
TX-225,Houston County,Texas,79.3,1.5,111,77.8
TX-227,Howard County,Texas,79.3,2.9,122,76.4
TX-229,Hudspeth County,Texas,79.3,3.5,128,75.7
TX-231,Hunt County,Texas,77.8,3.5,127,74.3
TX-233,Hutchinson County,Texas,75.5,4,128,71.4
TX-235,Irion County,Texas,80.5,3,122,77.5
TX-237,Jack County,Texas,79.7,4.2,128,75.5
TX-239,Jackson County,Texas,83.2,4,129,79.3
TX-241,Jasper County,Texas,81.8,4.3,129,77.5
TX-243,Jeff Davis County,Texas,78,3.8,128,74.2
TX-245,Jefferson County,Texas,81.1,4,129,77.1
TX-247,Jim Hogg County,Texas,87.1,3.9,126,83.2
TX-249,Jim Wells County,Texas,85.9,3.5,127,82.3
TX-251,Johnson County,Texas,79.5,3.1,122,76.4
TX-253,Jones County,Texas,79.9,3.8,127,76.1
TX-255,Karnes County,Texas,84.6,3.8,129,80.8
TX-257,Kaufman County,Texas,78.5,2.4,119,76
TX-259,Kendall County,Texas,81.5,3.3,128,78.1
TX-261,Kenedy County,Texas,85.9,4.1,127,81.8
TX-263,Kent County,Texas,79.7,3.2,125,76.5
TX-265,Kerr County,Texas,80.5,3.4,126,77.1
TX-267,Kimble County,Texas,81,3.9,128,77.1
TX-269,King County,Texas,79.3,3,123,76.3
TX-271,Kinney County,Texas,85.2,4.8,129,80.4
TX-273,Kleberg County,Texas,84.9,4.4,127,80.4
TX-275,Knox County,Texas,79.7,3.4,127,76.3
TX-277,Lamar County,Texas,77,2.8,123,74.1
TX-279,Lamb County,Texas,75.2,2.8,122,72.4
TX-281,Lampasas County,Texas,81,3.7,128,77.3
TX-283,La Salle County,Texas,86.3,2.8,125,83.5
TX-285,Lavaca County,Texas,84,4.3,129,79.7
TX-287,Lee County,Texas,82.3,3.7,128,78.5
TX-289,Leon County,Texas,79.8,2.1,116,77.7
TX-291,Liberty County,Texas,82.2,4.4,129,77.7
TX-293,Limestone County,Texas,79.8,3,125,76.8
TX-295,Lipscomb County,Texas,73.4,2.9,122,70.5
TX-297,Live Oak County,Texas,85.1,3.3,127,81.7
TX-299,Llano County,Texas,82.6,4.3,128,78.3
TX-301,Loving County,Texas,82.7,3.8,126,79
TX-303,Lubbock County,Texas,76.7,3.3,125,73.4
TX-305,Lynn County,Texas,77.3,2.8,123,74.5
TX-307,McCulloch County,Texas,81,3.8,128,77.2
TX-309,McLennan County,Texas,80.4,3.6,126,76.8
TX-311,McMullen County,Texas,85.7,3,128,82.7
TX-313,Madison County,Texas,80.9,2.8,128,78.2
TX-315,Marion County,Texas,77.9,1.9,116,76
TX-317,Martin County,Texas,79.1,2.5,121,76.6
TX-319,Mason County,Texas,82.1,4.4,128,77.7
TX-321,Matagorda County,Texas,82.1,3.9,129,78.1
TX-323,Maverick County,Texas,87.2,4.8,129,82.4
TX-325,Medina County,Texas,84.2,3.3,125,80.9
TX-327,Menard County,Texas,80.7,4.1,128,76.6
TX-329,Midland County,Texas,80,2.6,121,77.4
TX-331,Milam County,Texas,81.9,4.1,128,77.8
TX-333,Mills County,Texas,80.8,4.3,128,76.5
TX-335,Mitchell County,Texas,80.3,3.5,127,76.8
TX-337,Montague County,Texas,78.2,3.1,125,75
TX-339,Montgomery County,Texas,82.4,4.1,129,78.3
TX-341,Moore County,Texas,73.8,3.3,123,70.5
TX-343,Morris County,Texas,78.4,3.5,126,74.9
TX-345,Motley County,Texas,77.3,2.1,116,75.1
TX-347,Nacogdoches County,Texas,79.8,2.5,126,77.2
TX-349,Navarro County,Texas,79.4,2.5,120,76.9
TX-351,Newton County,Texas,81.6,4.2,129,77.4
TX-353,Nolan County,Texas,79.2,4.1,127,75
TX-355,Nueces County,Texas,85,4.2,128,80.8
TX-357,Ochiltree County,Texas,73.7,3.1,123,70.6
TX-359,Oldham County,Texas,73.7,2.6,121,71.1
TX-361,Orange County,Texas,81.3,3.9,129,77.5
TX-363,Palo Pinto County,Texas,80.8,4.4,129,76.3
TX-365,Panola County,Texas,79,2.1,121,76.9
TX-367,Parker County,Texas,79.9,3.8,128,76.1
TX-369,Parmer County,Texas,74.5,3.6,126,70.9
TX-371,Pecos County,Texas,82.7,4.6,129,78.1
TX-373,Polk County,Texas,81.1,3.3,128,77.8
TX-375,Potter County,Texas,74.4,3.7,125,70.8
TX-377,Presidio County,Texas,81.6,3.3,125,78.3
TX-379,Rains County,Texas,77.7,2.9,120,74.8
TX-381,Randall County,Texas,74.2,3.7,127,70.4
TX-383,Reagan County,Texas,80.5,3.2,126,77.2
TX-385,Real County,Texas,81,3.6,128,77.4
TX-387,Red River County,Texas,77.3,3.1,126,74.2
TX-389,Reeves County,Texas,83.4,4.4,128,79
TX-391,Refugio County,Texas,83.5,3.6,129,79.9
TX-393,Roberts County,Texas,75.1,3.9,128,71.2
TX-395,Robertson County,Texas,81.6,4,128,77.6
TX-397,Rockwall County,Texas,78.2,3.3,126,75
TX-399,Runnels County,Texas,81.3,4.6,128,76.7
TX-401,Rusk County,Texas,78.8,2.1,119,76.7
TX-403,Sabine County,Texas,81.2,4,129,77.2
TX-405,San Augustine County,Texas,80.9,3.6,129,77.3
TX-407,San Jacinto County,Texas,81.1,3.1,127,78.1
TX-409,San Patricio County,Texas,83.9,3.6,129,80.3
TX-411,San Saba County,Texas,81.5,4.2,128,77.4
TX-413,Schleicher County,Texas,80.4,3.5,126,76.9
TX-415,Scurry County,Texas,79.3,3.7,128,75.6
TX-417,Shackelford County,Texas,79.8,3.9,126,75.9
TX-419,Shelby County,Texas,79.5,2.4,127,77.1
TX-421,Sherman County,Texas,73.2,2.8,120,70.4
TX-423,Smith County,Texas,78.3,2.4,117,75.9
TX-425,Somervell County,Texas,80.4,3.5,128,76.9
TX-427,Starr County,Texas,88.3,3.9,126,84.4
TX-429,Stephens County,Texas,79.8,3.7,125,76.1
TX-431,Sterling County,Texas,79.7,3.1,124,76.6
TX-433,Stonewall County,Texas,79.9,3.3,126,76.6
TX-435,Sutton County,Texas,80.9,3.9,128,77
TX-437,Swisher County,Texas,74.4,2.6,121,71.8
TX-439,Tarrant County,Texas,79.6,3.3,125,76.3
TX-441,Taylor County,Texas,79.8,4.5,128,75.4
TX-443,Terrell County,Texas,84.2,4.4,128,79.8
TX-445,Terry County,Texas,76.9,2.7,121,74.3
TX-447,Throckmorton County,Texas,80.1,4,127,76.1
TX-449,Titus County,Texas,78.7,4.2,129,74.6
TX-451,Tom Green County,Texas,81.1,3.3,125,77.8
TX-453,Travis County,Texas,82.1,3.4,127,78.7
TX-455,Trinity County,Texas,80.2,2.3,124,77.9
TX-457,Tyler County,Texas,81.7,4.2,129,77.5
TX-459,Upshur County,Texas,78.4,2.9,123,75.5
TX-461,Upton County,Texas,81.1,3.3,125,77.8
TX-463,Uvalde County,Texas,84.1,3.5,127,80.6
TX-465,Val Verde County,Texas,84.8,5,129,79.8
